id,symbol,seqnames,strand,TSS,type
ENSMUSG00000004552.16,Ctse,chr1,+,131638306,protein_coding
ENSMUSG00000052688.12,Rab7b,chr1,+,131688695,protein_coding
ENSMUSG00000042268.10,Slc26a9,chr1,+,131744022,protein_coding
ENSMUSG00000042251.12,Pm20d1,chr1,+,131797381,protein_coding
ENSMUSG00000013275.9,Slc41a1,chr1,+,131827493,protein_coding
ENSMUSG00000026433.13,Rab29,chr1,+,131867224,protein_coding
ENSMUSG00000100026.1,Gm29105,chr1,+,131907165,unprocessed_pseudogene
ENSMUSG00000026434.12,Nucks1,chr1,+,131910534,protein_coding
ENSMUSG00000103569.1,Gm38067,chr1,+,131914529,TEC
ENSMUSG00000103975.1,Gm37676,chr1,-,131932464,TEC
ENSMUSG00000100037.1,Gm29103,chr1,+,131962954,processed_transcript
ENSMUSG00000026435.15,Slc45a3,chr1,+,131962967,protein_coding
ENSMUSG00000026436.15,Elk4,chr1,+,132007607,protein_coding
ENSMUSG00000059149.17,Mfsd4a,chr1,-,132022806,protein_coding
ENSMUSG00000097454.1,Gm26892,chr1,+,132036805,lincRNA
ENSMUSG00000088779.1,Gm26034,chr1,+,132100639,snRNA
ENSMUSG00000103966.1,Gm37120,chr1,+,132102365,TEC
ENSMUSG00000026437.11,Cdk18,chr1,-,132112237,protein_coding
ENSMUSG00000099874.1,Gm29629,chr1,+,132139504,antisense
ENSMUSG00000079330.9,Lemd1,chr1,+,132191431,protein_coding
ENSMUSG00000118219.1,AC124108.1,chr1,+,132191457,protein_coding
ENSMUSG00000065435.1,Mir135b,chr1,+,132198088,miRNA
ENSMUSG00000097540.1,1700037F24Rik,chr1,-,132201069,lincRNA
ENSMUSG00000066936.4,Gm10188,chr1,-,132229048,protein_coding
ENSMUSG00000101549.1,Gm29630,chr1,-,132274716,lincRNA
ENSMUSG00000089808.3,Gm7241,chr1,+,132284453,processed_pseudogene
ENSMUSG00000042115.4,Klhdc8a,chr1,+,132298626,protein_coding
ENSMUSG00000009772.15,Nuak2,chr1,+,132316126,protein_coding
ENSMUSG00000100658.1,F730311O21Rik,chr1,+,132342023,lincRNA
ENSMUSG00000042066.15,Tmcc2,chr1,-,132356315,protein_coding
ENSMUSG00000090079.1,Gm15849,chr1,+,132381129,antisense
ENSMUSG00000042046.15,Dstyk,chr1,+,132417555,protein_coding
ENSMUSG00000097760.2,6030442K20Rik,chr1,-,132466433,processed_transcript
ENSMUSG00000026439.14,Rbbp5,chr1,+,132477365,protein_coding
ENSMUSG00000048174.2,Tmem81,chr1,+,132506230,protein_coding
ENSMUSG00000053024.14,Cntn2,chr1,-,132509427,protein_coding
ENSMUSG00000026442.14,Nfasc,chr1,-,132564690,protein_coding
ENSMUSG00000101126.1,Gm10538,chr1,+,132729355,antisense
ENSMUSG00000088911.1,Gm22609,chr1,-,132814228,snoRNA
ENSMUSG00000026443.3,Lrrn2,chr1,+,132880273,protein_coding
ENSMUSG00000106377.1,Gm44300,chr1,-,132923624,miRNA
ENSMUSG00000102709.1,Gm38308,chr1,-,132943512,TEC
ENSMUSG00000054387.13,Mdm4,chr1,-,132959484,protein_coding
ENSMUSG00000100228.1,Gm29257,chr1,+,133025801,processed_pseudogene
ENSMUSG00000026447.16,Pik3c2b,chr1,+,133045667,protein_coding
ENSMUSG00000101102.1,Gm28609,chr1,-,133050128,antisense
ENSMUSG00000102425.1,Gm26616,chr1,-,133128676,TEC
ENSMUSG00000046062.5,Ppp1r15b,chr1,+,133131143,protein_coding
ENSMUSG00000041757.16,Plekha6,chr1,+,133164210,protein_coding
ENSMUSG00000101693.1,Gm19461,chr1,-,133250398,antisense
ENSMUSG00000103421.1,Golt1a,chr1,+,133309800,protein_coding
ENSMUSG00000115958.1,Gm28040,chr1,+,133309827,protein_coding
ENSMUSG00000098306.9,Gm28040,chr1,+,133309827,protein_coding
ENSMUSG00000116158.1,Kiss1,chr1,+,133321875,protein_coding
ENSMUSG00000070645.5,Ren1,chr1,+,133350510,protein_coding
ENSMUSG00000070644.13,Etnk2,chr1,+,133363572,protein_coding
ENSMUSG00000070643.11,Sox13,chr1,-,133382303,protein_coding
ENSMUSG00000101004.1,Gm8596,chr1,+,133529479,processed_pseudogene
ENSMUSG00000064814.1,Gm23939,chr1,+,133601223,snoRNA
ENSMUSG00000090553.8,Snrpe,chr1,-,133603871,protein_coding
ENSMUSG00000097014.1,Gm26706,chr1,+,133610411,lincRNA
ENSMUSG00000102976.6,Zc3h11a,chr1,-,133619862,protein_coding
ENSMUSG00000116275.1,Zc3h11a,chr1,-,133619871,protein_coding
ENSMUSG00000094410.7,Gm38394,chr1,-,133619940,protein_coding
ENSMUSG00000102049.1,Zbed6,chr1,-,133655879,protein_coding
ENSMUSG00000051998.14,Lax1,chr1,-,133679091,protein_coding
ENSMUSG00000026463.17,Atp2b4,chr1,-,133699457,protein_coding
ENSMUSG00000098606.1,Mir6903,chr1,-,133726558,miRNA
ENSMUSG00000102509.1,Gm37368,chr1,-,133775210,TEC
ENSMUSG00000103166.1,Gm10537,chr1,+,133829528,TEC
ENSMUSG00000100830.1,Gm28441,chr1,+,133835189,lincRNA
ENSMUSG00000010311.15,Optc,chr1,-,133897199,protein_coding
ENSMUSG00000090208.1,Gm15851,chr1,+,133906531,antisense
ENSMUSG00000041577.5,Prelp,chr1,-,133910304,protein_coding
ENSMUSG00000100987.1,Gm1627,chr1,+,133962162,lincRNA
ENSMUSG00000099507.1,Gm18970,chr1,-,134032441,processed_pseudogene
ENSMUSG00000041559.7,Fmod,chr1,+,134037254,protein_coding
ENSMUSG00000020423.6,Btg2,chr1,-,134075170,protein_coding
ENSMUSG00000102380.1,Gm38140,chr1,-,134096405,TEC
ENSMUSG00000073559.2,Gm8618,chr1,+,134109368,processed_pseudogene
ENSMUSG00000026450.14,Chit1,chr1,+,134111242,protein_coding
ENSMUSG00000064246.10,Chil1,chr1,+,134182176,protein_coding
ENSMUSG00000042451.12,Mybph,chr1,+,134193448,protein_coding
ENSMUSG00000042429.8,Adora1,chr1,-,134199223,protein_coding
ENSMUSG00000096676.1,Gm24517,chr1,-,134280885,snRNA
ENSMUSG00000026459.5,Myog,chr1,+,134289989,protein_coding
ENSMUSG00000026458.13,Ppfia4,chr1,-,134296783,protein_coding
ENSMUSG00000042305.12,Tmem183a,chr1,-,134346097,protein_coding
ENSMUSG00000050526.5,4933406M09Rik,chr1,+,134385940,protein_coding
ENSMUSG00000026456.18,Cyb5r1,chr1,+,134405559,protein_coding
ENSMUSG00000026457.14,Adipor1,chr1,+,134415378,protein_coding
ENSMUSG00000101061.1,Platr1,chr1,+,134435628,lincRNA
ENSMUSG00000102722.1,Gm37935,chr1,-,134454492,TEC
ENSMUSG00000026455.14,Klhl12,chr1,+,134455531,protein_coding
ENSMUSG00000042229.9,Rabif,chr1,+,134494648,protein_coding
ENSMUSG00000077202.1,Gm25612,chr1,+,134505338,snoRNA
ENSMUSG00000096712.1,Gm15454,chr1,+,134518081,processed_pseudogene
ENSMUSG00000101955.1,Gm29376,chr1,+,134519978,unprocessed_pseudogene
ENSMUSG00000046367.10,Mgat4e,chr1,-,134540941,protein_coding
ENSMUSG00000042207.17,Kdm5b,chr1,+,134560171,protein_coding
ENSMUSG00000097435.1,Gm26783,chr1,-,134642254,lincRNA
ENSMUSG00000026452.15,Syt2,chr1,+,134646677,protein_coding
ENSMUSG00000073557.11,Ppp1r12b,chr1,-,134754658,protein_coding
ENSMUSG00000103614.1,Gm37949,chr1,-,134799895,TEC
ENSMUSG00000077846.1,Gm22232,chr1,+,134809275,miRNA
ENSMUSG00000103976.1,Gm37677,chr1,-,134819916,TEC
ENSMUSG00000101168.1,Gm28892,chr1,+,134834142,antisense
ENSMUSG00000026429.9,Ube2t,chr1,+,134962565,protein_coding
ENSMUSG00000042793.13,Lgr6,chr1,-,134983301,protein_coding
ENSMUSG00000097993.7,Ptprv,chr1,-,135108497,processed_transcript
ENSMUSG00000097988.1,Gm10535,chr1,+,135108961,antisense
ENSMUSG00000031506.11,Ptpn7,chr1,+,135132700,protein_coding
ENSMUSG00000026426.10,Arl8a,chr1,+,135146824,protein_coding
ENSMUSG00000087721.1,Gm26280,chr1,-,135150666,rRNA
ENSMUSG00000085311.1,Gm15445,chr1,+,135152963,antisense
ENSMUSG00000026424.8,Gpr37l1,chr1,-,135160234,protein_coding
ENSMUSG00000079139.4,Gm4204,chr1,+,135231995,processed_pseudogene
ENSMUSG00000097680.1,Gm26642,chr1,+,135248561,antisense
ENSMUSG00000003051.13,Elf3,chr1,-,135253575,protein_coding
ENSMUSG00000041926.15,Rnpep,chr1,-,135262712,protein_coding
ENSMUSG00000062580.9,Timm17a,chr1,-,135295213,protein_coding
ENSMUSG00000048096.7,Lmod1,chr1,+,135324807,protein_coding
ENSMUSG00000087859.1,Gm22796,chr1,-,135353717,snRNA
ENSMUSG00000041889.7,Shisa4,chr1,-,135371057,protein_coding
ENSMUSG00000041879.13,Ipo9,chr1,-,135382312,protein_coding
ENSMUSG00000100620.1,Gm28277,chr1,-,135409622,sense_intronic
ENSMUSG00000009418.15,Nav1,chr1,-,135434580,protein_coding
ENSMUSG00000093515.1,Mir1231,chr1,-,135454603,miRNA
ENSMUSG00000102474.1,2610012C04Rik,chr1,-,135480392,TEC
ENSMUSG00000104524.1,Gm37333,chr1,-,135523088,TEC
ENSMUSG00000054412.5,Gm4793,chr1,+,135584773,antisense
ENSMUSG00000090399.1,Gm38399,chr1,-,135606447,lincRNA
ENSMUSG00000026421.14,Csrp1,chr1,+,135720061,protein_coding
ENSMUSG00000041801.5,Phlda3,chr1,+,135766119,protein_coding
ENSMUSG00000026418.16,Tnni1,chr1,+,135779434,protein_coding
ENSMUSG00000041782.14,Lad1,chr1,+,135818598,protein_coding
ENSMUSG00000026414.13,Tnnt2,chr1,+,135836354,protein_coding
ENSMUSG00000101482.1,Gm28883,chr1,+,135869782,processed_pseudogene
ENSMUSG00000026413.12,Pkp1,chr1,-,135871395,protein_coding
ENSMUSG00000102414.1,Gm36938,chr1,-,135896394,TEC
ENSMUSG00000051985.12,Igfn1,chr1,-,135953578,protein_coding
ENSMUSG00000026411.17,Tmem9,chr1,+,136008150,protein_coding
ENSMUSG00000097918.1,Ascl5,chr1,+,136050804,protein_coding
ENSMUSG00000026407.17,Cacna1s,chr1,+,136052750,protein_coding
ENSMUSG00000102838.1,Gm37014,chr1,+,136057181,TEC
ENSMUSG00000102717.1,Gm37759,chr1,-,136116577,antisense
ENSMUSG00000086264.9,Gm15850,chr1,-,136126178,processed_transcript
ENSMUSG00000041642.18,Kif21b,chr1,+,136131389,protein_coding
ENSMUSG00000087230.10,Mroh3,chr1,-,136181652,protein_coding
ENSMUSG00000041605.16,Inava,chr1,-,136213531,protein_coding
ENSMUSG00000097315.1,Gm26568,chr1,+,136216074,antisense
ENSMUSG00000103594.1,A430034D21Rik,chr1,+,136247662,lincRNA
ENSMUSG00000102941.1,Gm37552,chr1,-,136252671,lincRNA
ENSMUSG00000097433.1,Gm26781,chr1,+,136259407,antisense
ENSMUSG00000052759.7,Gpr25,chr1,-,136259797,protein_coding
ENSMUSG00000041570.14,Camsap2,chr1,-,136268123,protein_coding
ENSMUSG00000097403.2,9230116N13Rik,chr1,-,136411916,processed_transcript
ENSMUSG00000026404.12,Ddx59,chr1,+,136415271,protein_coding
ENSMUSG00000041498.13,Kif14,chr1,+,136466343,protein_coding
ENSMUSG00000099337.1,Gm29486,chr1,+,136507409,processed_pseudogene
ENSMUSG00000101413.1,Gm29485,chr1,+,136523884,processed_pseudogene
ENSMUSG00000104414.1,Gm37799,chr1,+,136541605,lincRNA
ENSMUSG00000104509.1,Gm33994,chr1,-,136576938,lincRNA
ENSMUSG00000104366.1,4933409D19Rik,chr1,-,136603033,lincRNA
ENSMUSG00000097229.1,Platr23,chr1,-,136622098,lincRNA
ENSMUSG00000041483.14,Zfp281,chr1,+,136624901,protein_coding
ENSMUSG00000097113.7,Gm19705,chr1,+,136670769,lincRNA
ENSMUSG00000097448.1,Platr22,chr1,+,136696211,lincRNA
ENSMUSG00000092912.1,Gm24086,chr1,+,136697374,snRNA
ENSMUSG00000096432.1,Gm22132,chr1,-,136757510,miRNA
ENSMUSG00000104360.1,Gm8762,chr1,-,136789182,processed_pseudogene
ENSMUSG00000103953.1,Gm29718,chr1,+,136793034,processed_pseudogene
ENSMUSG00000104261.1,Gm17781,chr1,-,136798311,processed_pseudogene
ENSMUSG00000026398.14,Nr5a2,chr1,-,136842571,protein_coding
ENSMUSG00000088970.1,Gm23763,chr1,-,136990211,snRNA
ENSMUSG00000077207.1,Gm25609,chr1,-,137215544,snRNA
ENSMUSG00000102751.1,Gm37057,chr1,+,137252142,TEC
ENSMUSG00000102738.1,1700006P03Rik,chr1,-,137325434,TEC
ENSMUSG00000088164.1,Gm23534,chr1,-,137367151,snoRNA
ENSMUSG00000103070.1,Gm37903,chr1,-,137528850,TEC
ENSMUSG00000088715.1,Gm22727,chr1,+,137734318,snoRNA
ENSMUSG00000103728.1,Gm37099,chr1,-,137764077,TEC
ENSMUSG00000104112.1,Gm37293,chr1,+,137811849,TEC
ENSMUSG00000098243.3,Gm4258,chr1,+,137898595,processed_transcript
ENSMUSG00000104118.1,Gm37298,chr1,+,137909291,TEC
ENSMUSG00000098045.1,Gm26979,chr1,-,137917690,lincRNA
ENSMUSG00000103038.1,Gm37124,chr1,+,137924388,TEC
ENSMUSG00000102277.1,A130050O07Rik,chr1,+,137927251,TEC
ENSMUSG00000098145.1,Gm26936,chr1,-,137928389,lincRNA
ENSMUSG00000102142.1,Gm26930,chr1,+,137932041,sense_intronic
ENSMUSG00000104145.1,D130019J16Rik,chr1,+,137935189,TEC
ENSMUSG00000103427.1,Gm37534,chr1,+,137949422,TEC
ENSMUSG00000065565.1,Mir181a-1,chr1,+,137966455,miRNA
ENSMUSG00000098206.1,A430106G13Rik,chr1,+,137966531,lincRNA
ENSMUSG00000065458.1,Mir181b-1,chr1,+,137966639,miRNA
ENSMUSG00000104197.1,Gm37632,chr1,+,137971174,TEC
ENSMUSG00000088564.1,Gm23782,chr1,-,137987657,rRNA
ENSMUSG00000026395.16,Ptprc,chr1,-,138062861,protein_coding
ENSMUSG00000104291.1,A130071D04Rik,chr1,-,138161820,TEC
ENSMUSG00000099656.2,Gm18667,chr1,+,138184101,processed_pseudogene
ENSMUSG00000099459.2,Gm28556,chr1,-,138190194,lincRNA
ENSMUSG00000102822.1,1700113B19Rik,chr1,+,138261642,TEC
ENSMUSG00000026394.5,Atp6v1g3,chr1,+,138273738,protein_coding
ENSMUSG00000101793.1,Gm28500,chr1,+,138377264,processed_pseudogene
ENSMUSG00000026393.10,Nek7,chr1,-,138482875,protein_coding
ENSMUSG00000099510.2,Gm28501,chr1,+,138515615,antisense
ENSMUSG00000102651.1,Gm37080,chr1,-,138552305,TEC
ENSMUSG00000102448.1,Gm37101,chr1,-,138567697,TEC
ENSMUSG00000100459.6,Gm5833,chr1,-,138640095,lincRNA
ENSMUSG00000103152.1,Gm8790,chr1,-,138689524,processed_pseudogene
ENSMUSG00000019230.14,Lhx9,chr1,-,138825186,protein_coding
ENSMUSG00000079283.2,2310009B15Rik,chr1,-,138851983,protein_coding
ENSMUSG00000099808.2,1700019P21Rik,chr1,-,138876272,lincRNA
ENSMUSG00000065275.1,n-R5s217,chr1,-,138878262,rRNA
ENSMUSG00000103850.1,Gm3933,chr1,-,138915605,processed_pseudogene
ENSMUSG00000102365.1,Gm37045,chr1,-,138960441,TEC
ENSMUSG00000056268.15,Dennd1b,chr1,+,138963435,protein_coding
ENSMUSG00000104436.1,Gm37423,chr1,+,138968510,processed_transcript
ENSMUSG00000104900.1,4930596I21Rik,chr1,+,138977656,sense_intronic
ENSMUSG00000102626.1,Gm18553,chr1,-,138983864,processed_pseudogene
ENSMUSG00000085361.2,Gm16305,chr1,-,138991514,processed_pseudogene
ENSMUSG00000102157.1,Gm37470,chr1,+,139030185,TEC
ENSMUSG00000105936.1,Gm43544,chr1,+,139070213,TEC
ENSMUSG00000102451.1,Gm37655,chr1,-,139082862,TEC
ENSMUSG00000085481.1,Gm16304,chr1,-,139133891,processed_pseudogene
ENSMUSG00000102243.1,Gm37718,chr1,+,139155152,TEC
ENSMUSG00000063681.14,Crb1,chr1,-,139197056,protein_coding
ENSMUSG00000103844.1,4933436E23Rik,chr1,+,139379452,lincRNA
ENSMUSG00000102661.1,Gm34816,chr1,+,139408278,lincRNA
ENSMUSG00000033964.12,Zbtb41,chr1,+,139422288,protein_coding
ENSMUSG00000033952.14,Aspm,chr1,+,139454772,protein_coding
ENSMUSG00000026368.6,F13b,chr1,+,139501702,protein_coding
ENSMUSG00000057037.8,Cfhr1,chr1,-,139547053,protein_coding
ENSMUSG00000090623.3,Cfhr3,chr1,-,139584783,unprocessed_pseudogene
ENSMUSG00000096117.1,Gm26271,chr1,+,139671604,snRNA
ENSMUSG00000070594.10,Gm4788,chr1,-,139697623,protein_coding
ENSMUSG00000095393.1,Gm25619,chr1,+,139786983,snRNA
ENSMUSG00000033898.16,Cfhr2,chr1,-,139804167,protein_coding
ENSMUSG00000089991.2,Gm16332,chr1,-,139862957,unprocessed_pseudogene
ENSMUSG00000104496.1,Gm5837,chr1,-,139928240,processed_pseudogene
ENSMUSG00000085867.1,Gm5834,chr1,-,139939601,unprocessed_pseudogene
ENSMUSG00000102905.1,Gm38266,chr1,+,140000549,processed_pseudogene
ENSMUSG00000087930.1,Gm26048,chr1,+,140003825,snoRNA
ENSMUSG00000103691.1,Gm38019,chr1,-,140038433,processed_pseudogene
ENSMUSG00000026365.15,Cfh,chr1,-,140084708,protein_coding
ENSMUSG00000052726.15,Kcnt2,chr1,+,140246158,protein_coding
ENSMUSG00000102698.1,Gm37777,chr1,+,140266487,TEC
ENSMUSG00000102368.1,4930590L20Rik,chr1,-,140570176,antisense
ENSMUSG00000102500.1,Gm37371,chr1,+,140823327,TEC
ENSMUSG00000095238.2,Gm4845,chr1,-,141256596,processed_pseudogene
ENSMUSG00000093879.1,Gm25457,chr1,+,141298100,snRNA
ENSMUSG00000089418.2,Gm22016,chr1,+,141314355,misc_RNA
ENSMUSG00000102740.1,Gm37599,chr1,+,141356789,TEC
ENSMUSG00000104147.1,Gm37142,chr1,-,141420037,TEC
ENSMUSG00000103858.1,Gm37604,chr1,+,141546206,TEC
ENSMUSG00000099671.2,Gm18183,chr1,-,142455200,processed_pseudogene
ENSMUSG00000103890.1,Gm28724,chr1,+,142722856,processed_pseudogene
ENSMUSG00000101909.2,Gm28724,chr1,+,142723147,processed_pseudogene
ENSMUSG00000102818.1,Gm37796,chr1,+,142755193,TEC
ENSMUSG00000101795.2,Gm5835,chr1,-,143093347,processed_pseudogene
ENSMUSG00000026361.9,Cdc73,chr1,-,143598800,protein_coding
ENSMUSG00000033849.3,B3galt2,chr1,+,143640664,protein_coding
ENSMUSG00000089640.1,Gm6397,chr1,+,143683230,processed_pseudogene
ENSMUSG00000018196.18,Glrx2,chr1,+,143716338,protein_coding
ENSMUSG00000018199.9,Trove2,chr1,-,143750790,protein_coding
ENSMUSG00000018189.12,Uchl5,chr1,+,143777272,protein_coding
ENSMUSG00000100455.1,Gm29170,chr1,+,143777642,sense_intronic
ENSMUSG00000088323.1,Gm25663,chr1,+,143778928,snoRNA
ENSMUSG00000026360.9,Rgs2,chr1,-,143999338,protein_coding
ENSMUSG00000051079.8,Rgs13,chr1,-,144138654,protein_coding
ENSMUSG00000100389.1,Rbm6-ps2,chr1,-,144221979,processed_pseudogene
ENSMUSG00000026358.13,Rgs1,chr1,-,144242296,protein_coding
ENSMUSG00000100441.1,Gm7266,chr1,-,144312032,processed_pseudogene
ENSMUSG00000098509.2,Rgs21,chr1,-,144516648,protein_coding
ENSMUSG00000088096.1,Gm23672,chr1,-,144609004,snRNA
ENSMUSG00000026357.3,Rgs18,chr1,-,144752683,protein_coding
ENSMUSG00000101049.1,Gm8856,chr1,+,144952928,processed_pseudogene
ENSMUSG00000065787.1,Gm22681,chr1,-,144960734,snRNA
ENSMUSG00000096352.1,Gm25708,chr1,-,144979484,miRNA
ENSMUSG00000099617.1,Gm6550,chr1,-,145164951,processed_pseudogene
ENSMUSG00000097130.1,Gm5262,chr1,+,145183894,processed_pseudogene
ENSMUSG00000088579.1,Gm25460,chr1,-,145291354,snoRNA
ENSMUSG00000101661.1,Gm28392,chr1,-,145315156,processed_pseudogene
ENSMUSG00000103055.1,Gm38269,chr1,-,145323394,TEC
ENSMUSG00000099964.6,Gm29514,chr1,-,146419436,antisense
ENSMUSG00000090323.2,Gm5263,chr1,+,146420436,processed_pseudogene
ENSMUSG00000102403.1,Gm38187,chr1,-,146477647,TEC
ENSMUSG00000035131.14,Brinp3,chr1,+,146494760,protein_coding
ENSMUSG00000080078.2,Gm15583,chr1,+,146725581,processed_pseudogene
ENSMUSG00000087627.2,A230059L01Rik,chr1,-,146802965,processed_transcript
ENSMUSG00000085822.2,Gm15584,chr1,-,146809831,antisense
ENSMUSG00000104269.1,Gm37749,chr1,+,147089037,TEC
ENSMUSG00000102134.1,Gm9931,chr1,-,147280758,TEC
ENSMUSG00000100380.1,Gm17867,chr1,-,147503868,unprocessed_pseudogene
ENSMUSG00000104331.1,Gm38284,chr1,+,147515726,TEC
ENSMUSG00000101973.1,Gm29516,chr1,+,147990085,processed_pseudogene
ENSMUSG00000099629.1,Gm29515,chr1,-,148234517,lincRNA
ENSMUSG00000088582.1,Gm22966,chr1,-,148326980,snoRNA
ENSMUSG00000101208.1,Gm19891,chr1,+,148498508,processed_pseudogene
ENSMUSG00000101735.1,Gm18505,chr1,-,148650345,processed_pseudogene
ENSMUSG00000099842.1,Gm4034,chr1,-,148937897,processed_pseudogene
ENSMUSG00000101074.1,Gm29022,chr1,-,148941097,processed_pseudogene
ENSMUSG00000101564.1,Gm5703,chr1,+,148975522,processed_pseudogene
ENSMUSG00000082588.1,Gm15443,chr1,-,149025228,processed_pseudogene
ENSMUSG00000100917.1,Gm18751,chr1,+,149037584,processed_pseudogene
ENSMUSG00000102074.1,Gm29020,chr1,+,149106115,lincRNA
ENSMUSG00000101457.1,Gm18701,chr1,+,149173060,processed_pseudogene
ENSMUSG00000102314.1,Gm37630,chr1,-,149408490,TEC
ENSMUSG00000102309.1,Gm38189,chr1,-,149410723,TEC
ENSMUSG00000101011.6,Gm29398,chr1,-,149413260,lincRNA
ENSMUSG00000103724.1,Gm37096,chr1,-,149431910,TEC
ENSMUSG00000104036.1,Gm37775,chr1,-,149435015,TEC
ENSMUSG00000088167.1,Gm23535,chr1,-,149707377,snRNA
ENSMUSG00000084532.1,n-R5s218,chr1,-,149734750,rRNA
ENSMUSG00000056220.14,Pla2g4a,chr1,-,149829618,protein_coding
ENSMUSG00000077516.1,n-R5s219,chr1,+,149841530,rRNA
ENSMUSG00000099701.1,Gm19136,chr1,-,150022190,processed_pseudogene
ENSMUSG00000104812.1,Gm44329,chr1,-,150063157,miRNA
ENSMUSG00000097028.2,Ptgs2os,chr1,-,150074873,processed_transcript
ENSMUSG00000032487.8,Ptgs2,chr1,+,150100031,protein_coding
ENSMUSG00000101199.1,Gm9687,chr1,+,150145968,processed_pseudogene
ENSMUSG00000097754.1,Ptgs2os2,chr1,-,150159043,lincRNA
ENSMUSG00000099875.1,Rbm3-ps,chr1,-,150265535,processed_pseudogene
ENSMUSG00000100690.1,Gm4322,chr1,-,150268926,processed_pseudogene
ENSMUSG00000006007.14,Pdc,chr1,+,150319417,protein_coding
ENSMUSG00000099447.1,2310030A07Rik,chr1,-,150320681,antisense
ENSMUSG00000102990.1,Gm37764,chr1,+,150324538,TEC
ENSMUSG00000006010.14,Odr4,chr1,-,150361305,protein_coding
ENSMUSG00000006005.18,Tpr,chr1,+,150392838,protein_coding
ENSMUSG00000006014.16,Prg4,chr1,-,150449412,protein_coding
ENSMUSG00000101519.1,Ska2l-ps,chr1,+,150549317,processed_pseudogene
ENSMUSG00000066842.18,Hmcn1,chr1,-,150562524,protein_coding
ENSMUSG00000093650.2,Gm20631,chr1,+,150625266,antisense
ENSMUSG00000099622.1,Gm29188,chr1,+,151001040,lincRNA
ENSMUSG00000096851.1,Gm22756,chr1,-,151062004,snRNA
ENSMUSG00000102628.1,Gm37671,chr1,+,151080450,TEC
ENSMUSG00000100595.1,Gm19087,chr1,+,151107915,processed_pseudogene
ENSMUSG00000097426.1,Gm8941,chr1,+,151136507,processed_pseudogene
ENSMUSG00000102095.1,C730036E19Rik,chr1,+,151138034,lincRNA
ENSMUSG00000114212.1,Gm47985,chr1,+,151182537,protein_coding
ENSMUSG00000114943.1,Gm8947,chr1,+,151192376,protein_coding
ENSMUSG00000114694.1,Gm47995,chr1,+,151198448,protein_coding
ENSMUSG00000114582.1,3110040M04Rik,chr1,+,151204121,protein_coding
ENSMUSG00000114591.1,Gm47996,chr1,+,151210131,protein_coding
ENSMUSG00000088498.1,Gm24402,chr1,-,151260824,snRNA
ENSMUSG00000100954.4,Gm10138,chr1,-,151339604,antisense
ENSMUSG00000023150.14,Ivns1abp,chr1,+,151344477,protein_coding
ENSMUSG00000052748.14,Swt1,chr1,-,151367699,protein_coding
ENSMUSG00000053286.11,Trmt1l,chr1,+,151428542,protein_coding
ENSMUSG00000106406.1,Mir7682,chr1,+,151442393,miRNA
ENSMUSG00000103928.1,Gm37893,chr1,+,151445305,TEC
ENSMUSG00000026484.13,Rnf2,chr1,-,151458004,protein_coding
ENSMUSG00000103238.1,Gm36527,chr1,-,151496557,TEC
ENSMUSG00000100981.1,Gm29072,chr1,+,151509224,processed_pseudogene
ENSMUSG00000100551.1,Gm19503,chr1,-,151520447,processed_pseudogene
ENSMUSG00000100357.1,Gm28181,chr1,-,151549245,lincRNA
ENSMUSG00000026483.13,Fam129a,chr1,+,151571186,protein_coding
ENSMUSG00000100594.1,2810414N06Rik,chr1,-,151748949,lincRNA
ENSMUSG00000043019.12,Edem3,chr1,+,151755371,protein_coding
ENSMUSG00000032666.16,1700025G04Rik,chr1,-,151852403,protein_coding
ENSMUSG00000084557.1,Gm25279,chr1,-,151854823,snRNA
ENSMUSG00000100685.1,Gm28610,chr1,+,151875419,antisense
ENSMUSG00000102090.1,Gm8964,chr1,+,152128585,processed_pseudogene
ENSMUSG00000103744.1,Gm38238,chr1,-,152292183,TEC
ENSMUSG00000014980.14,Tsen15,chr1,-,152370735,protein_coding
ENSMUSG00000032649.14,Colgalt2,chr1,+,152399830,protein_coding
ENSMUSG00000080878.1,Gm15618,chr1,-,152407074,processed_pseudogene
ENSMUSG00000026482.13,Rgl1,chr1,-,152516760,protein_coding
ENSMUSG00000086145.1,Gm15479,chr1,-,152684026,sense_intronic
ENSMUSG00000080950.1,Gm7278,chr1,-,152729159,processed_pseudogene
ENSMUSG00000099868.1,Gm28792,chr1,-,152731206,sense_intronic
ENSMUSG00000055547.4,Apobec4,chr1,+,152750551,protein_coding
ENSMUSG00000008475.13,Arpc5,chr1,+,152766542,protein_coding
ENSMUSG00000026480.12,Ncf2,chr1,+,152800194,protein_coding
ENSMUSG00000042772.15,Smg7,chr1,-,152836995,protein_coding
ENSMUSG00000100394.1,Gm28791,chr1,-,152878520,sense_intronic
ENSMUSG00000103840.1,1700040K01Rik,chr1,+,152936604,TEC
ENSMUSG00000100702.1,Gm8976,chr1,-,152949395,processed_pseudogene
ENSMUSG00000042751.14,Nmnat2,chr1,+,152954993,protein_coding
ENSMUSG00000099969.1,Gm28960,chr1,-,153066481,antisense
ENSMUSG00000026479.13,Lamc2,chr1,-,153122756,protein_coding
ENSMUSG00000026478.14,Lamc1,chr1,-,153218922,protein_coding
ENSMUSG00000103818.1,Gm38009,chr1,-,153283850,TEC
ENSMUSG00000079138.3,Gm8818,chr1,+,153305432,processed_pseudogene
